id,y
5000,0.24338624338624337
5001,0.9748364368394564
5002,0.019123997532387416
5003,0.9748364368394564
5004,0.9748364368394564
5005,0.019123997532387416
5006,0.9748364368394564
5007,0.019123997532387416
5008,0.019123997532387416
5009,0.8227848101265823
5010,0.9748364368394564
5011,0.9748364368394564
5012,0.9748364368394564
5013,0.019123997532387416
5014,0.9748364368394564
5015,0.9748364368394564
5016,0.9748364368394564
5017,0.3127413127413127
5018,0.7218225419664268
5019,0.019123997532387416
5020,0.019123997532387416
5021,0.019123997532387416
5022,0.9748364368394564
5023,0.9748364368394564
5024,0.5654450261780105
5025,0.9748364368394564
5026,0.9748364368394564
5027,0.8227848101265823
5028,0.019123997532387416
5029,0.019123997532387416
5030,0.019123997532387416
5031,0.9748364368394564
5032,0.9748364368394564
5033,0.9748364368394564
5034,0.019123997532387416
5035,0.019123997532387416
5036,0.9748364368394564
5037,0.019123997532387416
5038,0.9748364368394564
5039,0.019123997532387416
5040,0.24338624338624337
5041,0.019123997532387416
5042,0.3127413127413127
5043,0.019123997532387416
5044,0.9748364368394564
5045,0.9748364368394564
5046,0.8227848101265823
5047,0.019123997532387416
5048,0.9748364368394564
5049,0.019123997532387416
5050,0.7218225419664268
5051,0.9748364368394564
5052,0.019123997532387416
5053,0.019123997532387416
5054,0.9748364368394564
5055,0.9748364368394564
5056,0.7218225419664268
5057,0.5654450261780105
5058,0.7218225419664268
5059,0.24338624338624337
5060,0.9748364368394564
5061,0.7218225419664268
5062,0.9748364368394564
5063,0.7218225419664268
5064,0.3127413127413127
5065,0.019123997532387416
5066,0.9748364368394564
5067,0.5654450261780105
5068,0.9748364368394564
5069,0.24338624338624337
5070,0.7218225419664268
5071,0.9748364368394564
5072,0.5654450261780105
5073,0.019123997532387416
5074,0.9748364368394564
5075,0.9748364368394564
5076,0.7218225419664268
5077,0.019123997532387416
5078,0.8227848101265823
5079,0.7218225419664268
5080,0.9748364368394564
5081,0.9748364368394564
5082,0.019123997532387416
5083,0.9748364368394564
5084,0.019123997532387416
5085,0.7218225419664268
5086,0.9748364368394564
5087,0.019123997532387416
5088,0.019123997532387416
5089,0.019123997532387416
5090,0.019123997532387416
5091,0.8227848101265823
5092,0.8227848101265823
5093,0.9748364368394564
5094,0.019123997532387416
5095,0.019123997532387416
5096,0.9748364368394564
5097,0.9748364368394564
5098,0.019123997532387416
5099,0.019123997532387416
5100,0.9748364368394564
5101,0.05
5102,0.019123997532387416
5103,0.7218225419664268
5104,0.9748364368394564
5105,0.9748364368394564
5106,0.9748364368394564
5107,0.7218225419664268
5108,0.9748364368394564
5109,0.3127413127413127
5110,0.9748364368394564
5111,0.8227848101265823
5112,0.019123997532387416
5113,0.019123997532387416
5114,0.9748364368394564
5115,0.9748364368394564
5116,0.019123997532387416
5117,0.3127413127413127
5118,0.019123997532387416
5119,0.8227848101265823
5120,0.5654450261780105
5121,0.7218225419664268
5122,0.9748364368394564
5123,0.9748364368394564
5124,0.9748364368394564
5125,0.9748364368394564
5126,0.019123997532387416
5127,0.019123997532387416
5128,0.8227848101265823
5129,0.24338624338624337
5130,0.9748364368394564
5131,0.019123997532387416
5132,0.019123997532387416
5133,0.019123997532387416
5134,0.019123997532387416
5135,0.019123997532387416
5136,0.9748364368394564
5137,0.3127413127413127
5138,0.019123997532387416
5139,0.9748364368394564
5140,0.019123997532387416
5141,0.019123997532387416
5142,0.019123997532387416
5143,0.9748364368394564
5144,0.019123997532387416
5145,0.7218225419664268
5146,0.9748364368394564
5147,0.019123997532387416
5148,0.019123997532387416
5149,0.9748364368394564
5150,0.24338624338624337
5151,0.9748364368394564
5152,0.9748364368394564
5153,0.5654450261780105
5154,0.019123997532387416
5155,0.019123997532387416
5156,0.9748364368394564
5157,0.019123997532387416
5158,0.9748364368394564
5159,0.9748364368394564
5160,0.019123997532387416
5161,0.9748364368394564
5162,0.7218225419664268
5163,0.9748364368394564
5164,0.9748364368394564
5165,0.9748364368394564
5166,0.9748364368394564
5167,0.9748364368394564
5168,0.9748364368394564
5169,0.9748364368394564
5170,0.7218225419664268
5171,0.9748364368394564
5172,0.019123997532387416
5173,0.3127413127413127
5174,0.019123997532387416
5175,0.7218225419664268
5176,0.7218225419664268
5177,0.019123997532387416
5178,0.7218225419664268
5179,0.019123997532387416
5180,0.019123997532387416
5181,0.9748364368394564
