id,y
10001,4.5498576
10002,86.136665
10003,85.38361
10004,67.06333
10005,55.963314
10006,16.4086
10007,90.97757
10008,51.80972
10009,1.9536424
10010,23.540415
10011,30.647
10012,181.08151
10013,57.728428
10014,-10.276897
10015,54.764145
10016,121.63376
10017,100.96421
10018,21.666069
10019,112.29343
10020,111.301285
10021,0.064750195
10022,66.79941
10023,38.662125
10024,65.45278
10025,83.58711
10026,126.25574
10027,31.44868
10028,56.294487
10029,96.97826
10030,65.216095
10031,1.9647145
10032,48.43129
10033,43.762413
10034,142.63535
10035,110.318054
10036,-9.584736
10037,170.46432
10038,17.691383
10039,24.927977
10040,6.6991453
10041,0.42536855
10042,49.934822
10043,3.13806
10044,26.18201
10045,10.479225
10046,67.8366
10047,96.20801
10048,63.561466
10049,18.35485
10050,173.0003
10051,85.9615
10052,40.009808
10053,19.36385
10054,109.26428
10055,31.008793
10056,8.31922
10057,118.48665
10058,17.457417
10059,59.432404
10060,29.34325
10061,79.43345
10062,74.00529
10063,20.319416
10064,11.929459
10065,57.968906
10066,-0.30297995
10067,75.143875
10068,121.10084
10069,101.37883
10070,153.05641
10071,38.10954
10072,35.981285
10073,69.20908
10074,97.494675
10075,48.933784
10076,82.70904
10077,6.673865
10078,31.7486
10079,98.37323
10080,96.635445
10081,124.63392
10082,85.03142
10083,15.816212
10084,59.5636
10085,5.566685
10086,58.366604
10087,14.912458
10088,116.46032
10089,14.768179
10090,30.160675
10091,55.992348
10092,3.6173673
10093,127.28615
10094,102.131775
10095,79.604614
10096,87.569496
10097,95.61784
10098,21.338617
10099,138.91791
10100,11.813606
10101,80.78952
10102,3.5905232
10103,58.878468
10104,7.78371
10105,-5.5857615
10106,39.241764
10107,8.076935
10108,0.025167942
10109,5.338077
10110,37.551823
10111,28.185886
10112,76.28836
10113,67.82015
10114,-1.9519887
10115,39.233315
10116,69.77414
10117,36.14475
10118,5.5519032
10119,38.955036
10120,37.706646
10121,42.860184
10122,79.28803
10123,72.46611
10124,17.404251
10125,8.020271
10126,25.560741
10127,6.417435
10128,5.1116204
10129,58.22169
10130,49.778603
10131,63.03307
10132,48.224297
10133,85.873566
10134,0.12556744
10135,55.171917
10136,0.070335865
10137,7.5282006
10138,116.2031
10139,-4.059549
10140,131.4469
10141,73.535675
10142,24.968199
10143,-2.8414512
10144,6.4098935
10145,42.712715
10146,23.989761
10147,-8.188908
10148,19.47924
10149,6.8553624
10150,161.95604
10151,139.07086
10152,41.512745
10153,29.346811
10154,36.335625
10155,46.20679
10156,50.169655
10157,75.454315
10158,47.68695
10159,30.741217
10160,5.9945416
10161,78.35699
10162,11.832403
10163,43.61965
10164,61.4686
10165,39.62611
10166,126.02918
10167,57.093163
10168,34.171867
10169,84.55638
10170,54.617954
10171,35.730232
10172,69.869415
10173,46.42625
10174,6.386782
10175,78.185104
10176,108.71419
10177,4.0843186
10178,46.44189
10179,108.95874
10180,12.69322
10181,116.2724
10182,11.838596
10183,4.7313094
10184,8.32835
10185,124.586716
10186,54.47144
10187,2.4502778
10188,58.167355
10189,52.992714
10190,36.07846
10191,15.566589
10192,57.316624
10193,57.302822
10194,32.397297
10195,16.988747
10196,147.79723
10197,38.339893
10198,138.33055
10199,127.25976
10200,6.514706
10201,126.42906
10202,37.324944
10203,13.394068
10204,8.670044
10205,67.07774
10206,90.807625
10207,83.33972
10208,113.88817
10209,43.195023
10210,8.497042
10211,84.4893
10212,62.260094
10213,89.16081
10214,38.854183
10215,7.19056
10216,90.63866
10217,-1.1596484
10218,8.66309
10219,30.930069
10220,86.626816
10221,196.60477
10222,39.361145
10223,99.10941
10224,40.7723
10225,86.5549
10226,19.660149
10227,2.4544835
10228,55.41416
10229,92.49637
10230,77.7001
10231,156.06268
10232,171.03375
10233,132.56458
10234,51.39623
10235,4.759478
10236,19.217125
10237,35.75433
10238,63.37275
