id,y
10001,9.068647
10002,86.710335
10003,87.05222
10004,67.94269
10005,57.976276
10006,19.1174
10007,82.68297
10008,43.13207
10009,5.36669
10010,28.698183
10011,28.787458
10012,176.36263
10013,62.47891
10014,0.0
10015,60.16001
10016,121.86061
10017,101.66419
10018,18.970144
10019,107.77051
10020,108.817345
10021,0.047632575
10022,62.941128
10023,27.228874
10024,74.76627
10025,76.86993
10026,127.69346
10027,32.250328
10028,53.817432
10029,90.67898
10030,64.614296
10031,1.4455665
10032,44.229004
10033,43.020256
10034,144.87491
10035,106.84869
10036,0.7706245
10037,173.52704
10038,20.802233
10039,24.370247
10040,4.35879
10041,4.2549157
10042,47.13728
10043,7.530291
10044,30.515223
10045,19.903872
10046,70.6325
10047,96.14522
10048,61.825058
10049,18.212463
10050,170.98257
10051,80.001656
10052,34.164204
10053,16.583982
10054,109.49144
10055,32.45613
10056,9.714064
10057,114.28236
10058,16.60469
10059,55.919132
10060,32.610413
10061,79.49071
10062,68.77955
10063,15.340416
10064,12.915536
10065,59.085598
10066,0.24567258
10067,77.3733
10068,125.307335
10069,95.44126
10070,133.51491
10071,38.112335
10072,19.174372
10073,67.078415
10074,93.371544
10075,55.993298
10076,81.394226
10077,12.9798
10078,33.45001
10079,105.65505
10080,98.941216
10081,117.883125
10082,84.92812
10083,19.553717
10084,53.7949
10085,4.8597226
10086,57.079563
10087,16.454784
10088,114.3776
10089,16.295504
10090,27.761072
10091,57.971382
10092,3.7458844
10093,122.660614
10094,103.651505
10095,89.996254
10096,85.34793
10097,94.681496
10098,19.026228
10099,140.76941
10100,7.0498557
10101,75.91721
10102,2.8775811
10103,62.29244
10104,9.963705
10105,0.0
10106,30.233017
10107,17.03683
10108,1.6879371
10109,7.9256806
10110,41.22888
10111,26.432163
10112,72.38994
10113,70.37358
10114,0.49742353
10115,45.5174
10116,71.6412
10117,37.26134
10118,4.2122827
10119,45.580765
10120,33.0677
10121,40.568153
10122,85.02459
10123,64.95452
10124,13.305606
10125,0.85013044
10126,12.468172
10127,8.784288
10128,3.6516824
10129,52.4548
10130,44.141457
10131,52.68733
10132,53.550037
10133,87.56904
10134,0.0
10135,47.032604
10136,2.3712068
10137,6.0207505
10138,118.71426
10139,0.0
10140,135.65022
10141,66.36405
10142,29.290724
10143,0.34291303
10144,9.506731
10145,38.722668
10146,36.243187
10147,0.0
10148,24.318209
10149,0.0
10150,146.27884
10151,127.117836
10152,48.02733
10153,28.916796
10154,37.823704
10155,48.729626
10156,52.501953
10157,64.95335
10158,45.94631
10159,28.559954
10160,8.508604
10161,76.80073
10162,0.97811544
10163,33.860935
10164,63.40755
10165,37.740623
10166,120.9457
10167,58.06715
10168,35.57504
10169,89.13343
10170,53.09672
10171,27.722961
10172,76.0422
10173,44.631687
10174,8.867884
10175,76.07023
10176,109.86399
10177,0.025221229
10178,39.799675
10179,117.064735
10180,18.76812
10181,121.494225
10182,14.327448
10183,4.385073
10184,7.9302545
10185,125.40194
10186,52.960793
10187,3.4249368
10188,59.50194
10189,52.145912
10190,27.122454
10191,15.68034
10192,51.53018
10193,59.487213
10194,31.329653
10195,13.695591
10196,152.71819
10197,34.30972
10198,130.4126
10199,130.77225
10200,8.720636
10201,123.9387
10202,38.150356
10203,15.086263
10204,9.542946
10205,70.28144
10206,101.55645
10207,80.21821
10208,121.40769
10209,50.175114
10210,17.65301
10211,80.95669
10212,51.79299
10213,92.93844
10214,34.791676
10215,2.5333943
10216,96.03924
10217,0.0
10218,9.229963
10219,34.24017
10220,82.36518
10221,199.45139
10222,37.550213
10223,100.4861
10224,42.061363
10225,89.583374
10226,19.26863
10227,2.3736749
10228,45.98831
10229,85.140884
10230,75.61178
10231,139.50673
10232,176.82559
10233,139.09166
10234,52.056324
10235,6.3356485
10236,16.932413
10237,33.11227
10238,69.40601
10239,17.292408
10240,111.65637
10241,110.09147
10242,44.007492
10243,97.76833
10244,0.0
10245,67.31767
10246,77.36657
10247,13.009415
10248,36.531242
10249,49.615788
10250,13.772905
10251,41.38071
10252,110.37885
10253,85.22623
10254,20.094217
10255,58.14562
10256,18.304049
10257,4.073313
10258,179.83856
10259,153.84729
10260,155.50928
10261,28.495356
10262,22.580332
10263,88.79737
10264,8.408752
10265,88.48266
10266,118.94457
10267,56.652607
10268,38.242355
10269,193.84247
10270,31.07149
10271,131.52385
10272,93.539764
10273,16.962605
10274,82.13701
10275,76.57734
10276,9.566334
10277,53.280514
10278,13.93804
10279,0.0
10280,20.254549
10281,35.01516
10282,133.73508
10283,113.12574
10284,51.24823
10285,155.7412
10286,117.33153
10287,28.262053
10288,4.316516
10289,0.0
10290,50.778362
10291,55.14043
10292,44.585297
10293,31.268408
10294,50.216675
10295,24.348824
10296,17.581392
10297,31.589487
10298,57.037266
10299,112.713356
10300,0.0
10301,8.333605
10302,87.5124
10303,174.19342
10304,71.55093
10305,63.450504
10306,92.39397
10307,96.79586
10308,18.370604
10309,67.5313
10310,152.77606
10311,10.5659275
10312,94.65327
10313,11.561322
10314,30.444887
10315,177.4021
10316,147.0838
10317,6.8011165
10318,89.57361
10319,14.770622
10320,9.271563
10321,191.21094
10322,47.44723
10323,23.07936
10324,42.69701
10325,9.4045925
10326,20.46816
10327,0.0
10328,55.832375
10329,110.11899
10330,8.253252
10331,53.712162
10332,22.678885
10333,55.20625
10334,38.78147
10335,9.615934
10336,7.875632
10337,15.215364
10338,16.320438
10339,167.54778
10340,57.51943
10341,18.38397
10342,160.57822
10343,109.016914
10344,66.88964
10345,24.4131
10346,49.236855
10347,43.276318
10348,87.856575
10349,107.25859
10350,107.917816
10351,47.019375
10352,45.124477
10353,61.71909
10354,56.177002
10355,68.99381
10356,0.0
10357,159.37842
10358,0.0
10359,45.294857
10360,152.51431
10361,52.511173
